sent1,sent2,similarity,test-level
"At Mar, 1424 as the starting point, the subsequent time after 1 year and 2 months would be May, 1425.","At Mar, 1424 as the starting point, the subsequent time after 1 year and 2 months would be May, 1425.",1,l
"The time 5 years and 9 months before Aug, 2005 was Nov, 1999.","The time 5 years and 9 months before Aug, 2005 was Nov, 1999.",1,l
"The time 1 year and 2 months earlier than Jul, 1791 is May, 1790.","The time 1 year and 2 months earlier than Jul, 1791 is May, 1790.",1,l
"The time that comes 8 years and 5 months prior to Sep, 1227 is Apr, 1219.","The time that comes 8 years and 5 months prior to Sep, 1227 is Apr, 1219.",1,l
"The time 4 years and 4 months before May, 1054 was Jan, 1050.","The time 4 years and 4 months before May, 1054 was Jan, 1050.",1,l
"The time is Jul, 1781","The time is Jul, 1781",1,l
"The time 8 years and 7 months before Aug, 1209 was Jan, 1201.","The time 8 years and 7 months before Aug, 1209 was Jan, 1201.",1,l
"At May, 1235 as the starting point, the subsequent time after 8 months would be Jan, 1236.","At May, 1235 as the starting point, the subsequent time after 8 months would be Jan, 1236.",1,l
"The time is Aug, 1842","The time is Aug, 1842",1,l
"The time 9 years and 2 months before Aug, 1922 is Jun, 1913.","The time 9 years and 2 months before Aug, 1922 is Jun, 1913.",1,l
"Given that it’s Feb, 1824 right now, the time 5 years and 4 months later will be Jun, 1829.","Given that it’s Feb, 1824 right now, the time 5 years and 4 months later will be Jun, 1829.",1,l
"The time that comes 9 years and 1 month prior to Jan, 1688 is Dec, 1678.","The time that comes 9 years and 1 month prior to Jan, 1688 is Dec, 1678.",1,l
"The time that comes 3 years and 12 months prior to Apr, 1284 is Apr, 1280.","The time that comes 3 years and 12 months prior to Apr, 1284 is Apr, 1280.",1,l
"Given that it’s Oct, 1787 right now, the time 5 years and 2 months later will be Dec, 1792.","Given that it’s Oct, 1787 right now, the time 5 years and 2 months later will be Dec, 1792.",1,l
"The time is Nov, 1329","The time is Nov, 1329",1,l
"The time is Dec, 1636","The time is Dec, 1636",1,l
"The time 10 years and 1 month earlier than Jul, 1290 is Jun, 1280.","The time 10 years and 1 month earlier than Jul, 1290 is Jun, 1280.",1,l
"The time 5 years and 4 months before Mar, 1564 was Nov, 1558.","The time 5 years and 4 months before Mar, 1564 was Nov, 1558.",1,l
"The time that comes 9 years and 1 month prior to Jun, 1478 is May, 1469.","The time that comes 9 years and 1 month prior to Jun, 1478 is May, 1469.",1,l
"The time 6 years and 3 months before Mar, 1307 was Dec, 1300.","The time 6 years and 3 months before Mar, 1307 was Dec, 1300.",1,l
"At Feb, 1754 as the starting point, the subsequent time after 3 years and 9 months would be Nov, 1757.","At Feb, 1754 as the starting point, the subsequent time after 3 years and 9 months would be Nov, 1757.",1,l
"The time 3 years and 10 months before Jan, 1139 was Mar, 1135.","The time 3 years and 10 months before Jan, 1139 was Mar, 1135.",1,l
"The time will be Mar, 1596 then.","The time will be Mar, 1596 then.",1,l
"The time 7 years and 11 month before Oct, 1453 is Nov, 1445.","The time 7 years and 11 month before Oct, 1453 is Nov, 1445.",1,l
"After 8 years and 10 months from Jan, 1903, the time will be Nov, 1911.","After 8 years and 10 months from Jan, 1903, the time will be Nov, 1911.",1,l
"The time 8 years and 4 months before Apr, 2005 is Dec, 1996.","The time 8 years and 4 months before Apr, 2005 is Dec, 1996.",1,l
"The time 9 years and 7 months before Nov, 1049 was Apr, 1040.","The time 9 years and 7 months before Nov, 1049 was Apr, 1040.",1,l
"After 9 years and 12 months from Sep, 1552, the time will be Sep, 1562.","After 9 years and 12 months from Sep, 1552, the time will be Sep, 1562.",1,l
"Given that it’s Mar, 1457 right now, the time 8 years and 4 months later will be Jul, 1465.","Given that it’s Mar, 1457 right now, the time 8 years and 4 months later will be Jul, 1465.",1,l
"At Nov, 1741 as the starting point, the subsequent time after 10 years and 8 months would be Jul, 1752.","At Nov, 1741 as the starting point, the subsequent time after 10 years and 8 months would be Jul, 1752.",1,l
"The time will be Mar, 1591 then.","The time will be Mar, 1591 then.",1,l
"After 4 years and 10 months from Oct, 1024, the time will be Aug, 1029.","After 4 years and 10 months from Oct, 1024, the time will be Aug, 1029.",1,l
"Given that it’s Jul, 1618 right now, the time 4 years and 10 months later will be May, 1623.","Given that it’s Jul, 1618 right now, the time 4 years and 10 months later will be May, 1623.",1,l
"The time 8 years and 11 month before Jul, 1746 is Aug, 1737.","The time 8 years and 11 month before Jul, 1746 is Aug, 1737.",1,l
"The time is Aug, 1166","The time is Aug, 1166",1,l
"At Mar, 1878 as the starting point, the subsequent time after 2 years and 9 months would be Dec, 1880.","At Mar, 1878 as the starting point, the subsequent time after 2 years and 9 months would be Dec, 1880.",1,l
"After 4 years and 12 months from Feb, 1619, the time will be Feb, 1624.","After 4 years and 12 months from Feb, 1619, the time will be Feb, 1624.",1,l
"After 9 years and 8 months from Jul, 1886, the time will be Mar, 1896.","After 9 years and 8 months from Jul, 1886, the time will be Mar, 1896.",1,l
"The time 3 years and 6 months before Jul, 1237 is Jan, 1234.","The time 3 years and 6 months before Jul, 1237 is Jan, 1234.",1,l
"Given that it’s Aug, 1079 right now, the time 3 years and 3 months later will be Nov, 1082.","Given that it’s Aug, 1079 right now, the time 3 years and 3 months later will be Nov, 1082.",1,l
"The time 10 years and 6 months before Jun, 1284 was Dec, 1273.","The time 10 years and 6 months before Jun, 1284 was Dec, 1273.",1,l
"The time 10 years and 2 months earlier than Feb, 1376 is Dec, 1365.","The time 10 years and 2 months earlier than Feb, 1376 is Dec, 1365.",1,l
"The time 7 years and 7 months before Sep, 1723 is Feb, 1716.","The time 7 years and 7 months before Sep, 1723 is Feb, 1716.",1,l
"Given that it’s Nov, 1245 right now, the time 4 years and 5 months later will be Apr, 1250.","Given that it’s Nov, 1245 right now, the time 4 years and 5 months later will be Apr, 1250.",1,l
"If it’s Apr, 2020 now, in 1 year and 8 months, the time will be Dec, 2021.","If it’s Apr, 2020 now, in 1 year and 8 months, the time will be Dec, 2021.",1,l
"The time will be Oct, 1680 then.","The time will be Oct, 1680 then.",1,l
"Given that it’s Jul, 1415 right now, the time 7 years and 10 months later will be May, 1423.","Given that it’s Jul, 1415 right now, the time 7 years and 10 months later will be May, 1423.",1,l
"If it’s May, 1868 now, in 7 years and 7 months, the time will be Dec, 1875.","If it’s May, 1868 now, in 7 years and 7 months, the time will be Dec, 1875.",1,l
"The time 1 year and 8 months before Jan, 1810 was May, 1808.","The time 1 year and 8 months before Jan, 1810 was May, 1808.",1,l
"The time 2 yearss before Mar, 1416 was Mar, 1414.","The time 2 yearss before Mar, 1416 was Mar, 1414.",1,l
"After 1 year and 9 months from Apr, 1529, the time will be Jan, 1531.","After 1 year and 9 months from Apr, 1529, the time will be Jan, 1531.",1,l
"The time 10 years and 9 months before Jun, 1555 was Sep, 1544.","The time 10 years and 9 months before Jun, 1555 was Sep, 1544.",1,l
"The time 6 years and 5 months before Jan, 1254 is Aug, 1247.","The time 6 years and 5 months before Jan, 1254 is Aug, 1247.",1,l
"After 4 months from Jan, 1560, the time will be May, 1560.","After 4 months from Jan, 1560, the time will be May, 1560.",1,l
"At Dec, 1277 as the starting point, the subsequent time after 6 years and 1 month would be Jan, 1284.","At Dec, 1277 as the starting point, the subsequent time after 6 years and 1 month would be Jan, 1284.",1,l
"At May, 1967 as the starting point, the subsequent time after 1 year and 1 month would be Jun, 1968.","At May, 1967 as the starting point, the subsequent time after 1 year and 1 month would be Jun, 1968.",1,l
"The time that comes 5 years and 5 months prior to Sep, 1141 is Apr, 1136.","The time that comes 5 years and 5 months prior to Sep, 1141 is Apr, 1136.",1,l
"The time will be Mar, 1757 then.","The time will be Mar, 1757 then.",1,l
"The time that comes 5 monthss prior to May, 1789 is Dec, 1788.","The time that comes 5 monthss prior to May, 1789 is Dec, 1788.",1,l
"Given that it’s Jan, 1370 right now, the time 6 years and 12 months later will be Jan, 1377.","Given that it’s Jan, 1370 right now, the time 6 years and 12 months later will be Jan, 1377.",1,l
"Given that it’s May, 1227 right now, the time 10 months later will be Mar, 1228.","Given that it’s May, 1227 right now, the time 10 months later will be Mar, 1228.",1,l
"After 6 years and 2 months from Apr, 1390, the time will be Jun, 1396.","After 6 years and 2 months from Apr, 1390, the time will be Jun, 1396.",1,l
mean-easy
1.0
mean-hard
0.9961538461538462
